,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,contributor_count,open_issue_count,closed_issue_count,commit_count,license,updated_github_id,dependent_project_count,github_dependent_project_count,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending
146,NumPy,A fundamental package for scientific computing with Python.,Science,True,http://www.numpy.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Open Babel,A chemical toolbox designed to speak the many languages of chemical data.,Science,True,http://openbabel.org/wiki/Main_Page,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PyDy,"Short for Python Dynamics, used to assist with workflow in the modeling of dynamic motion.",Science,True,http://www.pydy.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,QuTiP,Quantum Toolbox in Python.,Science,True,http://qutip.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,RDKit,Cheminformatics and Machine Learning Software.,Science,True,http://www.rdkit.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,SciPy,"A Python-based ecosystem of open-source software for mathematics, science, and engineering.",Science,True,https://www.scipy.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,SimPy,A process-based discrete-event simulation framework.,Science,True,https://gitlab.com/team-simpy/simpy,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,elasticsearch-py,The official low-level Python client for [Elasticsearch](https://www.elastic.co/products/elasticsearch).,Search,True,https://www.elastic.co/guide/en/elasticsearch/client/python-api/current/index.html,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,whoosh,"A fast, pure Python search engine library.",Search,True,http://whoosh.readthedocs.io/en/latest/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,openpyxl,A library for reading and writing Excel 2010 xlsx/xlsm/xltx/xltm files.,Specific Formats Processing,True,https://openpyxl.readthedocs.io/en/stable/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,ReportLab,Allowing Rapid creation of rich PDF documents.,Specific Formats Processing,True,https://www.reportlab.com/opensource/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PyYAML,YAML implementations for Python.,Specific Formats Processing,True,http://pyyaml.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,celery,An asynchronous task queue/job queue based on distributed message passing.,Task Queues,True,https://docs.celeryproject.org/en/stable/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Genshi,Python templating toolkit for generation of web-aware output.,Template Engine,True,https://genshi.edgewall.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Mako,Hyperfast and lightweight templating for the Python platform.,Template Engine,True,http://www.makotemplates.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,pytest,A mature full-featured Python testing tool.,Testing,True,https://docs.pytest.org/en/latest/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,unittest,(Python standard library) Unit testing framework.,Testing,True,https://docs.python.org/3/library/unittest.html,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,mamba,The definitive testing tool for Python. Born under the banner of BDD.,Testing,True,http://nestorsalceda.github.io/mamba/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,tox,Auto builds and tests distributions in multiple Python versions.,Testing,True,https://tox.readthedocs.io/en/latest/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Selenium,Python bindings for [Selenium](http://www.seleniumhq.org/) WebDriver.,Testing,True,https://pypi.org/project/selenium/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,doublex,Powerful test doubles framework for Python.,Testing,True,https://pypi.org/project/doublex/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,mock,(Python standard library) A mocking and patching library.,Testing,True,https://docs.python.org/3/library/unittest.mock.html,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,coverage,Code coverage measurement.,Testing,True,https://pypi.org/project/coverage/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,radar,Generate random datetime / time.,Testing,True,https://pypi.org/project/radar/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,difflib,(Python standard library) Helpers for computing deltas.,Text Processing,True,https://docs.python.org/3/library/difflib.html,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,unidecode,ASCII transliterations of Unicode text.,Text Processing,True,https://pypi.org/project/Unidecode/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,pygments,A generic syntax highlighter.,Text Processing,True,http://pygments.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,apache-libcloud,One Python library for all clouds.,Third-party APIs,True,https://libcloud.apache.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,moviepy,"A module for script-based movie editing with many formats, including animated GIFs.",Video,True,https://zulko.github.io/moviepy/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,fanstatic,"Packages, optimizes, and serves static file dependencies as Python packages.",Web Asset Management,True,http://www.fanstatic.org/en/latest/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,fileconveyor,"A daemon to detect and sync files to CDNs, S3 and FTP.",Web Asset Management,True,http://wimleers.com/fileconveyor,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,feedparser,Universal feed parser.,Web Crawling,True,https://pythonhosted.org/feedparser/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,scrapy,A fast high-level screen scraping and web crawling framework.,Web Crawling,True,https://scrapy.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Django,The most popular web framework in Python.,Web Frameworks,True,https://www.djangoproject.com/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,awesome-django,"The Best Django Resource, Awesome Django for mature packages.",Web Frameworks,True,https://github.com/shahraizali/awesome-django,True,0,shahraizali/awesome-django,https://github.com/shahraizali/awesome-django,2019-03-06 12:08:06.000,2023-08-04 07:47:29.000,2023-08-04 07:47:29,219.0,1311.0,156.0,2.0,1.0,612.0,,,,,,,,,,,,,,,,,,
181,Flask,A microframework for Python.,Web Frameworks,True,http://flask.pocoo.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,awesome-flask,A curated list of awesome Flask resources and plugins.,Web Frameworks,True,https://github.com/humiaozuzu/awesome-flask,True,0,humiaozuzu/awesome-flask,https://github.com/humiaozuzu/awesome-flask,2014-03-08 07:54:36.000,2023-07-19 00:45:20.000,2019-09-17 07:46:46,1503.0,11547.0,56.0,20.0,14.0,225.0,,,11.0,11.0,,,,,,,,,,,,,,
183,Pyramid,"A small, fast, down-to-earth, open source Python web framework.",Web Frameworks,True,https://pylonsproject.org/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,awesome-pyramid,"A curated list of awesome Pyramid apps, projects and resources.",Web Frameworks,True,https://github.com/uralbash/awesome-pyramid,True,0,uralbash/awesome-pyramid,https://github.com/uralbash/awesome-pyramid,2014-09-05 12:17:59.000,2021-07-08 12:28:10.000,2021-07-08 12:28:10,55.0,541.0,22.0,,2.0,140.0,,,,,,,,,,,,,,,,,,
185,Tornado,A web framework and asynchronous networking library.,Web Frameworks,True,http://www.tornadoweb.org/en/latest/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,uWSGI,"A project aims at developing a full stack for building hosting services, written in C.",WSGI Servers,True,https://uwsgi-docs.readthedocs.io/en/latest/,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,tensorflow,The most popular Deep Learning framework created by Google.,Deep Learning,,https://github.com/tensorflow/tensorflow,True,44,tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,2015-11-07 01:19:20.000,2023-08-31 14:04:31.000,2023-08-31 13:10:54,71702.0,177277.0,4429.0,1902.0,35938.0,153162.0,Apache-2.0,,301561.0,301561.0,tensorflow,conda-forge/tensorflow,2023-07-05 19:49:02,2.12.1,100.0,https://pypi.org/project/tensorflow,16370151.0,16986825.0,https://anaconda.org/conda-forge/tensorflow,2023-07-21 23:54:54.123,4316724.0,1.0,,
188,requests,HTTP Requests for Humans.,HTTP Clients,,https://github.com/psf/requests,True,40,psf/requests,https://github.com/psf/requests,2011-02-13 18:38:17.000,2023-08-30 21:19:44.000,2023-08-29 14:27:10,8729.0,50140.0,741.0,198.0,3607.0,,Apache-2.0,,2398553.0,2398553.0,requests,conda-forge/requests,2023-05-22 15:26:23,2.31.0,32.0,https://pypi.org/project/requests,335144695.0,335571764.0,https://anaconda.org/conda-forge/requests,2023-06-16 13:18:00.202,36698662.0,1.0,6494.0,
189,fastapi,"A modern, fast, web framework for building APIs with Python 3.6+ based on standard Python type hints.",RESTful API,,https://github.com/tiangolo/fastapi,True,39,tiangolo/fastapi,https://github.com/tiangolo/fastapi,2018-12-08 08:21:47.000,2023-08-31 11:56:44.000,2023-08-26 18:14:42,5090.0,62011.0,488.0,22.0,3327.0,3172.0,MIT,,226925.0,226925.0,fastapi,conda-forge/fastapi,2023-08-26 18:14:35,0.103.0,100.0,https://pypi.org/project/fastapi,21751740.0,21794949.0,https://anaconda.org/conda-forge/fastapi,2023-08-27 18:38:15.108,1685163.0,1.0,,9.0
190,rich,Python library for rich text and beautiful formatting in the terminal. Also provides a great `RichHandler` log handler.,Command-line Interface Development,,https://github.com/Textualize/rich,True,39,willmcgugan/rich,https://github.com/Textualize/rich,2019-11-10 15:28:09.000,2023-08-31 13:11:13.000,2023-08-01 15:44:57,1572.0,44523.0,227.0,122.0,1026.0,3833.0,MIT,Textualize/rich,117898.0,117898.0,rich,conda-forge/rich,2023-08-01 15:47:37,13.5.2,104.0,https://pypi.org/project/rich,31632985.0,31762331.0,https://anaconda.org/conda-forge/rich,2023-07-31 12:52:42.810,4785821.0,1.0,,
191,boto3,Python interface to Amazon Web Services.,Third-party APIs,,https://github.com/boto/boto3,True,39,boto/boto3,https://github.com/boto/boto3,2014-10-03 21:38:03.000,2023-08-30 23:49:41.768,2023-08-30 18:23:27,1712.0,8269.0,147.0,152.0,2880.0,6761.0,Apache-2.0,,350675.0,350675.0,boto3,conda-forge/boto3,2015-04-09 19:29:21,0.0.14,1317.0,https://pypi.org/project/boto3,756194332.0,756626340.0,https://anaconda.org/conda-forge/boto3,2023-08-30 23:49:41.768,16848315.0,1.0,,
192,faker,A Python package that generates fake data.,Testing,,https://github.com/joke2k/faker,True,38,joke2k/faker,https://github.com/joke2k/faker,2012-11-12 23:00:09.000,2023-08-24 10:42:27.838,2023-08-23 21:36:16,1753.0,16193.0,536.0,18.0,640.0,3400.0,MIT,,165496.0,165496.0,faker,conda-forge/faker,2023-08-23 21:37:04,19.3.1,201.0,https://pypi.org/project/faker,9619091.0,9641158.0,https://anaconda.org/conda-forge/faker,2023-08-24 10:42:27.838,838572.0,1.0,,
193,psutil,A cross-platform process and system utilities module.,DevOps Tools,,https://github.com/giampaolo/psutil,True,38,giampaolo/psutil,https://github.com/giampaolo/psutil,2014-05-23 14:01:48.000,2023-08-25 12:47:47.000,2023-08-07 06:49:18,1304.0,9505.0,198.0,240.0,1404.0,5962.0,BSD-3-Clause,,357939.0,357939.0,psutil,conda-forge/psutil,,,37.0,https://pypi.org/project/psutil,70111851.0,70395109.0,https://anaconda.org/conda-forge/psutil,2023-06-16 13:17:58.536,24926709.0,1.0,,
194,gunicorn,"Pre-forked, ported from Ruby's Unicorn project.",WSGI Servers,,https://github.com/benoitc/gunicorn,True,38,benoitc/gunicorn,https://github.com/benoitc/gunicorn,2009-11-30 18:18:08.000,2023-08-29 02:41:04.000,2023-07-19 11:31:10,1617.0,9111.0,408.0,275.0,1708.0,3044.0,,,1010177.0,1010177.0,gunicorn,conda-forge/gunicorn,2023-07-19 11:51:19,21.2.0,29.0,https://pypi.org/project/gunicorn,31169760.0,31232866.0,https://anaconda.org/conda-forge/gunicorn,2023-07-19 16:08:10.332,2145624.0,1.0,103.0,
195,black,The uncompromising Python code formatter.,Code Analysis,,https://github.com/psf/black,True,37,python/black,https://github.com/psf/black,2018-03-14 19:54:45.000,2023-08-31 01:43:21.000,2023-08-26 13:44:17,2021.0,33405.0,390.0,342.0,2011.0,,MIT,psf/black,408616.0,408616.0,black,conda-forge/black,2023-07-11 00:20:37,23.7.0,30.0,https://pypi.org/project/black,25730648.0,25946783.0,https://anaconda.org/conda-forge/black,2023-07-11 16:38:59.698,7963247.0,1.0,48390.0,
196,tqdm,"Fast, extensible progress bar for loops and CLI.",Command-line Interface Development,,https://github.com/tqdm/tqdm,True,37,tqdm/tqdm,https://github.com/tqdm/tqdm,2015-06-03 13:13:14.000,2023-08-28 19:25:08.000,2023-08-10 10:52:15,1231.0,25573.0,112.0,353.0,577.0,1964.0,,,536220.0,536220.0,tqdm,conda-forge/tqdm,2023-08-10 11:59:02,4.66.1,108.0,https://pypi.org/project/tqdm,69155969.0,69749180.0,https://anaconda.org/conda-forge/tqdm,2023-08-10 12:44:00.709,22536721.0,2.0,11092.0,
197,xgboost,"A scalable, portable, and distributed gradient boosting library.",Machine Learning,,https://github.com/dmlc/xgboost,True,37,dmlc/xgboost,https://github.com/dmlc/xgboost,2014-02-06 17:28:03.000,2023-08-31 10:09:35.000,2023-08-31 10:09:35,8087.0,24526.0,622.0,310.0,4585.0,6534.0,Apache-2.0,,65355.0,65355.0,xgboost,conda-forge/xgboost,2023-06-19 01:38:37,1.7.6,52.0,https://pypi.org/project/xgboost,9915895.0,10029426.0,https://anaconda.org/conda-forge/xgboost,2023-08-26 05:00:33.552,4198394.0,1.0,6997.0,
198,SymPy,A Python library for symbolic mathematics.,Science,,https://github.com/sympy/sympy,True,37,sympy/sympy,https://github.com/sympy/sympy,2010-04-30 20:37:14.000,2023-08-31 13:57:17.000,2023-08-30 17:29:57,3924.0,11245.0,1239.0,4216.0,8476.0,55546.0,,,79253.0,79253.0,sympy,conda-forge/sympy,2023-05-10 18:09:23,sympy-1.12,45.0,https://pypi.org/project/sympy,10076219.0,10127996.0,https://anaconda.org/conda-forge/sympy,2023-06-16 13:17:18.981,4137521.0,1.0,510719.0,
199,Seaborn,Statistical data visualization using Matplotlib.,Data Visualization,,https://github.com/mwaskom/seaborn,True,37,mwaskom/seaborn,https://github.com/mwaskom/seaborn,2012-06-18 18:41:19.000,2023-08-31 12:54:01.000,2023-08-31 12:54:00,1696.0,11043.0,199.0,106.0,2257.0,3170.0,BSD-3-Clause,,295869.0,295869.0,seaborn,conda-forge/seaborn,2022-12-30 19:12:05,0.12.2,33.0,https://pypi.org/project/seaborn,9951091.0,10038259.0,https://anaconda.org/conda-forge/seaborn,2023-06-16 13:21:42.625,7321970.0,1.0,268.0,8.0
200,httpx,A next generation HTTP client for Python.,HTTP Clients,,https://github.com/encode/httpx,True,37,encode/httpx,https://github.com/encode/httpx,2019-04-04 12:27:00.000,2023-08-30 06:45:35.000,2023-08-29 09:27:23,690.0,10956.0,202.0,21.0,760.0,1341.0,BSD-3-Clause,,110434.0,110434.0,httpx,conda-forge/httpx,2023-05-18 11:05:02,0.24.1,44.0,https://pypi.org/project/httpx,22649214.0,22665742.0,https://anaconda.org/conda-forge/httpx,2023-06-16 16:19:01.405,743764.0,2.0,,
201,oauthlib,A generic and thorough implementation of the OAuth request-signing logic.,Authentication,,https://github.com/oauthlib/oauthlib,True,37,idan/oauthlib,https://github.com/oauthlib/oauthlib,2011-11-19 23:08:51.000,2023-08-29 05:40:25.000,2023-08-29 05:40:25,456.0,2630.0,194.0,75.0,293.0,1674.0,BSD-3-Clause,oauthlib/oauthlib,423496.0,423496.0,oauthlib,conda-forge/oauthlib,2023-01-10 13:13:43,3.2.2,48.0,https://pypi.org/project/oauthlib,81313217.0,81422405.0,https://anaconda.org/conda-forge/oauthlib,2023-06-16 13:18:41.781,9281046.0,1.0,,
202,pyparsing,A general purpose framework for generating parsers.,Text Processing,,https://github.com/pyparsing/pyparsing,True,37,pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,2017-05-14 18:07:01.000,2023-08-07 05:50:36.000,2023-07-30 11:29:00,254.0,1935.0,57.0,29.0,283.0,1164.0,MIT,,841082.0,841082.0,pyparsing,conda-forge/pyparsing,2023-07-30 15:17:13,3.1.1,35.0,https://pypi.org/project/pyparsing,85683958.0,87426277.0,https://anaconda.org/conda-forge/pyparsing,2023-07-30 17:27:09.596,38327960.0,1.0,8234.0,
203,gensim,Topic Modeling for Humans.,Natural Language Processing,,https://github.com/RaRe-Technologies/gensim,True,36,RaRe-Technologies/gensim,https://github.com/RaRe-Technologies/gensim,2011-02-10 07:43:04.000,2023-08-27 14:14:53.000,2023-08-27 14:14:44,4146.0,14590.0,447.0,374.0,1440.0,4492.0,LGPL-2.1,,49554.0,49554.0,gensim,conda-forge/gensim,2023-08-24 08:44:46,4.3.2,43.0,https://pypi.org/project/gensim,3853943.0,3892802.0,https://anaconda.org/conda-forge/gensim,2023-08-24 12:30:21.806,1125575.0,1.0,4450.0,
204,peewee,"A small, expressive ORM.",ORM,,https://github.com/coleifer/peewee,True,36,coleifer/peewee,https://github.com/coleifer/peewee,2010-10-11 20:14:11.000,2023-08-30 12:13:24.000,2023-08-30 12:12:23,1320.0,10276.0,152.0,,2298.0,4540.0,MIT,,23024.0,23024.0,peewee,conda-forge/peewee,2023-08-14 14:19:40,3.16.3,100.0,https://pypi.org/project/peewee,1106110.0,1121294.0,https://anaconda.org/conda-forge/peewee,2023-08-14 19:10:45.469,546654.0,1.0,,
205,Robot Framework,A generic test automation framework.,Testing,,https://github.com/robotframework/robotframework,True,36,robotframework/robotframework,https://github.com/robotframework/robotframework,2014-06-27 11:10:38.000,2023-08-28 18:15:54.000,2023-08-28 18:14:11,2113.0,8307.0,186.0,268.0,3908.0,14142.0,Apache-2.0,,8397.0,8397.0,robotframework,conda-forge/robotframework,2023-07-28 19:29:00,6.1.1,72.0,https://pypi.org/project/robotframework,1735665.0,1740763.0,https://anaconda.org/conda-forge/robotframework,2023-07-28 20:32:29.432,147705.0,1.0,552.0,
206,uvicorn,"A lightning-fast ASGI server implementation, using uvloop and httptools.",ASGI Servers,,https://github.com/encode/uvicorn,True,36,encode/uvicorn,https://github.com/encode/uvicorn,2017-05-31 13:13:43.000,2023-08-30 14:59:04.000,2023-08-25 18:52:05,582.0,6939.0,166.0,24.0,632.0,1188.0,BSD-3-Clause,,227063.0,227063.0,uvicorn,conda-forge/uvicorn,2023-07-31 06:00:35,0.23.2,62.0,https://pypi.org/project/uvicorn,16361934.0,16421739.0,https://anaconda.org/conda-forge/uvicorn,2023-07-31 14:04:27.794,2033402.0,1.0,,10.0
207,werkzeug,A WSGI utility library for Python that powers Flask and can easily be embedded into your own projects.,WSGI Servers,,https://github.com/pallets/werkzeug,True,36,pallets/werkzeug,https://github.com/pallets/werkzeug,2010-10-18 11:42:40.000,2023-08-29 13:10:31.000,2023-08-29 13:10:30,1667.0,6415.0,483.0,2.0,1108.0,,BSD-3-Clause,,1084941.0,1084941.0,werkzeug,conda-forge/werkzeug,2023-08-14 14:11:36,2.3.7,37.0,https://pypi.org/project/werkzeug,104018491.0,104341533.0,https://anaconda.org/conda-forge/werkzeug,2023-08-15 13:28:51.212,8721952.0,2.0,519.0,
208,pyjwt,JSON Web Token implementation in Python.,Authentication,,https://github.com/jpadilla/pyjwt,True,36,jpadilla/pyjwt,https://github.com/jpadilla/pyjwt,2011-02-24 20:25:09.000,2023-08-31 08:52:25.000,2023-08-22 12:42:29,624.0,4677.0,138.0,12.0,397.0,807.0,MIT,,443677.0,443677.0,pyjwt,conda-forge/pyjwt,2023-07-18 19:59:57,2.8.0,36.0,https://pypi.org/project/pyjwt,122773304.0,123148138.0,https://anaconda.org/conda-forge/pyjwt,2023-07-18 23:09:58.000,11619861.0,2.0,,
209,urllib3,"A HTTP library with thread-safe connection pooling, file post support, sanity friendly.",HTTP Clients,,https://github.com/urllib3/urllib3,True,36,shazow/urllib3,https://github.com/urllib3/urllib3,2011-09-18 18:08:28.000,2023-08-30 12:18:40.000,2023-08-29 12:35:13,1020.0,3479.0,330.0,112.0,1045.0,,MIT,urllib3/urllib3,1451814.0,1451814.0,urllib3,conda-forge/urllib3,2023-07-19 15:50:13,2.0.4,41.0,https://pypi.org/project/urllib3,391655121.0,392687959.0,https://anaconda.org/conda-forge/urllib3,2023-07-19 18:06:56.635,38202807.0,2.0,17170.0,
210,more-itertools,"More routines for operating on iterables, beyond `itertools`.",Functional Programming,,https://github.com/more-itertools/more-itertools,True,36,erikrose/more-itertools,https://github.com/more-itertools/more-itertools,2012-04-26 05:15:14.000,2023-08-29 16:37:24.000,2023-08-09 18:37:01,247.0,3185.0,107.0,18.0,250.0,1517.0,MIT,more-itertools/more-itertools,189601.0,189601.0,more-itertools,conda-forge/more-itertools,2023-08-04 13:37:51,10.1.0,41.0,https://pypi.org/project/more-itertools,49764013.0,50087379.0,https://anaconda.org/conda-forge/more-itertools,2023-08-03 18:26:25.097,12286599.0,1.0,2799.0,9.0
