,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,commit_count,contributor_count,open_issue_count,closed_issue_count,license,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending
555,bpython,A fancy interface to the Python interpreter.,Interactive Interpreter,,https://github.com/bpython/bpython,True,19,bpython/bpython,https://github.com/bpython/bpython,2014-07-04 22:26:05.000,2022-09-25 22:46:47.000,2022-09-25 22:46:30,210.0,2195.0,,127.0,129.0,638.0,,,bpython,conda-forge/bpython,2022-08-30 07:58:45,0.23-release,,98458.0,17.0,,,https://pypi.org/project/bpython,96972.0,https://anaconda.org/conda-forge/bpython,2022-09-02 12:26:40.142,47583.0,3.0,
556,delorean,A library for clearing up the inconvenient truths that arise dealing with datetimes.,Date and Time,,https://github.com/myusuf3/delorean,True,19,myusuf3/delorean/,https://github.com/myusuf3/delorean,2011-09-20 03:46:19.000,2022-07-12 08:04:37.000,2022-06-28 23:50:57,127.0,1829.0,374.0,,26.0,37.0,MIT,,,conda-forge/,2018-02-07 21:21:40,1.0.0,,,10.0,817.0,817.0,,,https://anaconda.org/conda-forge/,,,3.0,
557,PyFilesystem2,Python's filesystem abstraction layer.,Files,,https://github.com/PyFilesystem/pyfilesystem2,True,19,pyfilesystem/pyfilesystem2,https://github.com/PyFilesystem/pyfilesystem2,2016-10-14 15:05:27.000,2022-09-27 03:17:46.000,2022-08-19 09:17:37,157.0,1756.0,784.0,46.0,71.0,268.0,MIT,,pyfilesystem2,conda-forge/pyfilesystem2,2022-05-02 09:26:12,2.4.16,,,50.0,,,https://pypi.org/project/pyfilesystem2,,https://anaconda.org/conda-forge/pyfilesystem2,,,3.0,
558,litecli,SQLite CLI with autocompletion and syntax highlighting.,Command-line Tools,,https://github.com/dbcli/litecli,True,19,dbcli/litecli,https://github.com/dbcli/litecli,2018-05-13 14:11:49.000,2022-07-11 00:36:48.000,2022-07-11 00:36:48,60.0,1707.0,,24.0,26.0,59.0,BSD-3-Clause,,litecli,conda-forge/litecli,,,,23892.0,,173.0,173.0,https://pypi.org/project/litecli,23892.0,https://anaconda.org/conda-forge/litecli,,,3.0,
559,bashplotlib,Making basic plots in the terminal.,Command-line Interface Development,,https://github.com/glamp/bashplotlib,True,19,glamp/bashplotlib,https://github.com/glamp/bashplotlib,2012-12-13 04:01:10.000,2022-04-29 19:18:16.000,2021-03-31 19:40:59,82.0,1674.0,210.0,20.0,18.0,11.0,MIT,,bashplotlib,conda-forge/bashplotlib,,,,2878.0,1.0,156.0,156.0,https://pypi.org/project/bashplotlib,2803.0,https://anaconda.org/conda-forge/bashplotlib,2018-09-08 10:27:10.095,3680.0,3.0,
560,Optimus,Agile Data Science Workflows made easy with PySpark.,Data Analysis,,https://github.com/hi-primus/optimus,True,19,ironmussa/Optimus,https://github.com/hi-primus/optimus,2017-07-13 02:31:18.000,2022-10-03 14:11:20.000,2022-09-16 22:15:42,214.0,1295.0,1.0,24.0,32.0,196.0,Apache-2.0,hi-primus/optimus,Optimus,conda-forge/Optimus,2020-07-19 03:05:40,2.2.32,,13063.0,85.0,,,https://pypi.org/project/Optimus,13063.0,https://anaconda.org/conda-forge/Optimus,,,3.0,
561,mrq,A distributed worker task queue in Python using Redis & gevent.,Task Queues,,https://github.com/pricingassistant/mrq,True,19,pricingassistant/mrq,https://github.com/pricingassistant/mrq,2014-02-13 09:32:40.000,2022-07-23 21:52:33.000,2020-12-13 18:58:15,112.0,873.0,709.0,40.0,52.0,119.0,MIT,,mrq,conda-forge/mrq,2018-08-31 13:59:56,0.9.10,,273.0,5.0,29.0,29.0,https://pypi.org/project/mrq,273.0,https://anaconda.org/conda-forge/mrq,,,3.0,
562,geojson,Python bindings and utilities for GeoJSON.,Geolocation,,https://github.com/jazzband/geojson,True,19,frewsxcv/python-geojson,https://github.com/jazzband/geojson,2011-07-01 20:39:48.000,2022-07-04 18:14:16.000,2022-05-07 01:15:33,93.0,742.0,460.0,48.0,22.0,64.0,BSD-3-Clause,jazzband/geojson,python-geojson,conda-forge/python-geojson,,,,,,10186.0,10186.0,https://pypi.org/project/python-geojson,,https://anaconda.org/conda-forge/python-geojson,,,3.0,
563,python-hunter,A flexible code tracing toolkit.,Debugging Tools,,https://github.com/ionelmc/python-hunter,True,19,ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,2015-03-16 18:03:16.000,2022-09-27 12:45:06.000,2022-09-27 09:20:55,39.0,696.0,1040.0,9.0,38.0,51.0,BSD-2-Clause,,python-hunter,conda-forge/python-hunter,2022-09-11 00:45:22,3.3.5,,12.0,51.0,101.0,101.0,https://pypi.org/project/python-hunter,12.0,https://anaconda.org/conda-forge/python-hunter,,,3.0,
564,devpi,PyPI server and packaging/testing/release tool.,Package Repositories,,https://github.com/devpi/devpi,True,19,devpi/devpi,https://github.com/devpi/devpi,2017-03-31 06:51:39.000,2022-10-04 16:51:00.000,2022-09-29 13:01:32,108.0,608.0,3241.0,88.0,71.0,633.0,,,devpi,conda-forge/devpi,,,,2332.0,,187.0,187.0,https://pypi.org/project/devpi,2332.0,https://anaconda.org/conda-forge/devpi,,,1.0,
565,scoop,Scalable Concurrent Operations in Python.,Concurrency and Parallelism,,https://github.com/soravux/scoop,True,19,soravux/scoop,https://github.com/soravux/scoop,2015-03-22 18:25:14.000,2022-08-14 23:39:54.000,2022-08-14 23:39:50,84.0,562.0,1022.0,24.0,32.0,41.0,LGPL-3.0,,scoop,conda-forge/scoop,,,,1015.0,,273.0,273.0,https://pypi.org/project/scoop,1015.0,https://anaconda.org/conda-forge/scoop,,,1.0,
566,awesome-slugify,A Python slugify library that can preserve unicode.,Text Processing,,https://github.com/voronind/awesome-slugify,True,19,dimka665/awesome-slugify,https://github.com/voronind/awesome-slugify,2013-10-19 02:58:27.000,2020-04-17 14:24:23.000,2017-01-20 20:45:25,41.0,468.0,96.0,11.0,13.0,11.0,,voronind/awesome-slugify,awesome-slugify,conda-forge/awesome-slugify,2014-04-08 01:58:27,1.4,,82420.0,1.0,3090.0,3090.0,https://pypi.org/project/awesome-slugify,81626.0,https://anaconda.org/conda-forge/awesome-slugify,2019-06-28 21:27:11.187,61954.0,3.0,
567,pydal,A pure Python Database Abstraction Layer.,ORM,,https://github.com/web2py/pydal,True,19,web2py/pydal/,https://github.com/web2py/pydal,2014-12-05 20:51:28.000,2022-09-15 13:41:05.000,2022-08-20 19:33:45,127.0,436.0,6794.0,,138.0,170.0,BSD-3-Clause,,,conda-forge/,2020-03-21 18:13:47,20200321.1,,,29.0,237.0,237.0,,,https://anaconda.org/conda-forge/,,,3.0,
568,audioread,Cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding.,Audio,,https://github.com/beetbox/audioread,True,19,beetbox/audioread,https://github.com/beetbox/audioread,2011-11-08 19:53:18.000,2022-08-14 17:30:18.405,2022-08-12 21:06:37,95.0,410.0,,22.0,31.0,50.0,MIT,,audioread,conda-forge/audioread,,,,1320893.0,6.0,,,https://pypi.org/project/audioread,1314178.0,https://anaconda.org/conda-forge/audioread,2022-08-14 17:30:18.405,503640.0,3.0,
569,Kotti,"A high-level, Pythonic web application framework built on Pyramid.",CMS,,https://github.com/Kotti/Kotti,True,19,Kotti/Kotti,https://github.com/Kotti/Kotti,2011-01-28 15:42:02.000,2022-09-16 19:13:21.000,2022-07-03 18:00:41,112.0,391.0,2993.0,66.0,42.0,166.0,,,Kotti,conda-forge/Kotti,,,,623.0,,223.0,223.0,https://pypi.org/project/Kotti,623.0,https://anaconda.org/conda-forge/Kotti,,,3.0,
570,Deform,Python HTML form generation library influenced by the formish form generation library.,Forms,,https://github.com/Pylons/deform,True,19,Pylons/deform,https://github.com/Pylons/deform,2011-02-16 06:29:46.000,2022-07-15 09:49:12.000,2022-07-15 09:49:12,157.0,384.0,,101.0,45.0,135.0,,,deform,conda-forge/deform,2020-12-15 23:27:03,2.0.15,,6442.0,7.0,733.0,733.0,https://pypi.org/project/deform,6442.0,https://anaconda.org/conda-forge/deform,,,3.0,
571,wifi,A Python library and command line tool for working with WiFi on Linux.,Hardware,,https://github.com/rockymeza/wifi,True,19,rockymeza/wifi,https://github.com/rockymeza/wifi,2012-10-12 04:14:06.000,2020-03-28 10:55:42.000,2017-03-20 02:06:55,144.0,287.0,142.0,13.0,33.0,31.0,BSD-2-Clause,,wifi,conda-forge/wifi,,,,10138.0,,423.0,423.0,https://pypi.org/project/wifi,10138.0,https://anaconda.org/conda-forge/wifi,,,3.0,
572,queries,A wrapper of the psycopg2 library for interacting with PostgreSQL.,Database Drivers,,https://github.com/gmr/queries,True,19,gmr/queries,https://github.com/gmr/queries,2012-08-24 16:12:55.000,2021-11-16 15:05:15.000,2021-11-16 15:02:24,30.0,250.0,337.0,11.0,4.0,14.0,BSD-3-Clause,,queries,conda-forge/queries,2018-01-29 19:13:34,2.0.0,,3112.0,1.0,113.0,113.0,https://pypi.org/project/queries,3112.0,https://anaconda.org/conda-forge/queries,,,3.0,
573,python-prompt-toolkit,A library for building powerful interactive command lines.,Command-line Interface Development,,https://github.com/prompt-toolkit/python-prompt-toolkit,True,18,jonathanslenders/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,2014-01-25 22:12:08.000,2022-09-26 19:19:20.000,2022-09-02 09:00:02,625.0,7942.0,2639.0,207.0,469.0,533.0,BSD-3-Clause,prompt-toolkit/python-prompt-toolkit,python-prompt-toolkit,conda-forge/python-prompt-toolkit,,,,,,,,https://pypi.org/project/python-prompt-toolkit,,https://anaconda.org/conda-forge/python-prompt-toolkit,,,3.0,
574,pytext,A natural language modeling framework based on PyTorch.,Natural Language Processing,,https://github.com/facebookresearch/pytext,True,18,facebookresearch/pytext,https://github.com/facebookresearch/pytext,2018-07-31 23:40:46.000,2022-09-27 00:27:41.000,2022-09-27 00:25:11,791.0,6348.0,,230.0,61.0,74.0,,,pytext,conda-forge/pytext,2020-06-08 23:30:58,0.3.3,306.0,6.0,9.0,111.0,111.0,https://pypi.org/project/pytext,,https://anaconda.org/conda-forge/pytext,,,3.0,
575,dejavu,Audio fingerprinting and recognition.,Audio,,https://github.com/worldveil/dejavu,True,18,worldveil/dejavu,https://github.com/worldveil/dejavu,2013-11-19 02:50:35.000,2022-07-02 09:54:39.000,2020-06-03 05:58:03,1286.0,5867.0,146.0,22.0,85.0,128.0,MIT,,dejavu,conda-forge/dejavu,,,,105.0,,24.0,24.0,https://pypi.org/project/dejavu,105.0,https://anaconda.org/conda-forge/dejavu,,,3.0,
576,saws,A Supercharged [aws-cli](https://github.com/aws/aws-cli).,Command-line Tools,,https://github.com/donnemartin/saws,True,18,donnemartin/saws,https://github.com/donnemartin/saws,2015-08-24 10:21:15.000,2022-01-15 15:19:33.000,2022-01-15 02:58:14,271.0,5021.0,1037.0,8.0,30.0,62.0,,,saws,conda-forge/saws,2017-04-09 03:32:28,0.4.2,,1059.0,8.0,38.0,38.0,https://pypi.org/project/saws,520.0,https://anaconda.org/conda-forge/saws,2020-03-16 18:22:11.115,21573.0,3.0,
577,pytype,Pytype checks and infers types for Python code - without requiring type annotations.,Code Analysis,,https://github.com/google/pytype,True,18,google/pytype,https://github.com/google/pytype,2015-03-18 20:52:08.000,2022-10-05 22:56:03.000,2022-10-05 22:56:01,241.0,3926.0,,85.0,99.0,455.0,,,pytype,conda-forge/pytype,,,,357987.0,49.0,,,https://pypi.org/project/pytype,354156.0,https://anaconda.org/conda-forge/pytype,2022-09-28 22:12:19.643,111111.0,3.0,
578,coala,Language independent and easily extendable code analysis application.,Code Analysis,,https://github.com/coala/coala,True,18,coala/coala/,https://github.com/coala/coala,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,1307.0,3379.0,4487.0,,658.0,2371.0,AGPL-3.0,,,conda-forge/,2017-05-22 15:58:37,0.11.0,152.0,1.0,17.0,10.0,10.0,,,https://anaconda.org/conda-forge/,,,3.0,
579,Toga,"A Python native, OS native GUI toolkit.",GUI Development,,https://github.com/beeware/toga,True,18,pybee/toga,https://github.com/beeware/toga,2014-08-01 21:44:10.000,2022-10-06 05:40:40.000,2022-10-05 00:43:37,539.0,3252.0,,214.0,93.0,470.0,BSD-3-Clause,beeware/toga,toga,conda-forge/toga,,,,1910.0,,,,https://pypi.org/project/toga,1910.0,https://anaconda.org/conda-forge/toga,,,3.0,
580,typeshed,"Collection of library stubs for Python, with static types.",Code Analysis,,https://github.com/python/typeshed,True,18,python/typeshed,https://github.com/python/typeshed,2015-03-05 04:51:28.000,2022-10-06 11:38:52.000,2022-10-06 11:38:52,1350.0,3163.0,6946.0,1186.0,138.0,1748.0,,,typeshed,conda-forge/typeshed,,,,,,,,https://pypi.org/project/typeshed,,https://anaconda.org/conda-forge/typeshed,,,3.0,
581,spotlight,Deep recommender models using PyTorch.,Recommender Systems,,https://github.com/maciejkula/spotlight,True,18,maciejkula/spotlight,https://github.com/maciejkula/spotlight,2017-06-25 18:52:19.000,2022-07-18 20:48:20.000,2020-02-09 21:03:48,398.0,2775.0,299.0,11.0,62.0,48.0,MIT,,spotlight,conda-forge/spotlight,2019-09-08 10:19:53,0.1.6,,669.0,7.0,,,https://pypi.org/project/spotlight,669.0,https://anaconda.org/conda-forge/spotlight,,,3.0,
582,PTVS,Python Tools for Visual Studio.,Editor Plugins and IDEs,,https://github.com/microsoft/PTVS,True,18,Microsoft/PTVS,https://github.com/microsoft/PTVS,2015-03-18 22:30:53.000,2022-10-05 19:58:51.000,2022-10-05 19:58:49,659.0,2433.0,,79.0,108.0,4234.0,Apache-2.0,,PTVS,conda-forge/PTVS,2017-01-24 17:59:47,2.2.6,32981.0,370.0,34.0,,,https://pypi.org/project/PTVS,,https://anaconda.org/conda-forge/PTVS,,,3.0,
583,kube-shell,An integrated shell for working with the Kubernetes CLI.,Command-line Tools,,https://github.com/cloudnativelabs/kube-shell,True,18,cloudnativelabs/kube-shell,https://github.com/cloudnativelabs/kube-shell,2017-06-15 05:30:19.000,2020-08-02 04:20:05.000,2018-09-19 08:36:55,164.0,2145.0,76.0,6.0,57.0,12.0,Apache-2.0,,kube-shell,conda-forge/kube-shell,2017-07-11 17:37:14,0.0.21,612.0,394.0,1.0,13.0,13.0,https://pypi.org/project/kube-shell,385.0,https://anaconda.org/conda-forge/kube-shell,,,3.0,
584,fake2db,Fake database generator.,Testing,,https://github.com/emirozer/fake2db,True,18,emirozer/fake2db,https://github.com/emirozer/fake2db,2014-02-18 19:14:28.000,2019-11-25 09:19:01.000,2019-11-25 09:19:00,115.0,2143.0,242.0,18.0,7.0,15.0,GPL-2.0,,fake2db,conda-forge/fake2db,2019-03-09 13:53:12,1.0.0,,303.0,2.0,21.0,21.0,https://pypi.org/project/fake2db,303.0,https://anaconda.org/conda-forge/fake2db,,,3.0,
585,orm,An async ORM.,ORM,,https://github.com/encode/orm,True,18,encode/orm,https://github.com/encode/orm,2019-02-12 16:51:31.000,2022-08-30 10:12:31.000,2022-08-30 10:12:30,92.0,1655.0,125.0,18.0,16.0,63.0,BSD-3-Clause,,orm,conda-forge/orm,2021-11-29 09:20:38,0.3.1,,4631.0,8.0,,,https://pypi.org/project/orm,4631.0,https://anaconda.org/conda-forge/orm,,,3.0,
586,PyPattyrn,A simple yet effective library for implementing common design patterns.,Algorithms and Design Patterns,,https://github.com/tylerlaberge/PyPattyrn,True,18,tylerlaberge/PyPattyrn,https://github.com/tylerlaberge/PyPattyrn,2016-07-17 22:09:31.000,2022-07-02 08:28:47.000,2020-02-09 19:26:00,124.0,1605.0,103.0,4.0,,40.0,MIT,,PyPattyrn,conda-forge/PyPattyrn,2016-09-11 02:13:18,1.2,,1580.0,3.0,28.0,28.0,https://pypi.org/project/PyPattyrn,1580.0,https://anaconda.org/conda-forge/PyPattyrn,,,3.0,
587,pyannotate,Auto-generate PEP-484 annotations.,Code Analysis,,https://github.com/dropbox/pyannotate,True,18,dropbox/pyannotate,https://github.com/dropbox/pyannotate,2017-11-13 20:18:08.000,2022-07-03 08:24:17.000,2021-10-12 20:53:49,56.0,1340.0,95.0,17.0,26.0,33.0,Apache-2.0,,pyannotate,conda-forge/pyannotate,,,,4127.0,,78.0,78.0,https://pypi.org/project/pyannotate,4127.0,https://anaconda.org/conda-forge/pyannotate,,,3.0,
588,cuisine,Chef-like functionality for Fabric.,DevOps Tools,,https://github.com/sebastien/cuisine,True,18,sebastien/cuisine,https://github.com/sebastien/cuisine,2011-02-28 20:26:37.000,2022-01-11 21:34:16.000,2018-02-27 14:58:26,158.0,1248.0,424.0,57.0,26.0,80.0,,,cuisine,conda-forge/cuisine,,,,958.0,,164.0,164.0,https://pypi.org/project/cuisine,958.0,https://anaconda.org/conda-forge/cuisine,,,3.0,
589,tensorrec,A Recommendation Engine Framework in TensorFlow.,Recommender Systems,,https://github.com/jfkirk/tensorrec,True,18,jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,2017-02-28 18:51:11.000,2022-03-11 23:26:22.000,2020-02-04 21:10:25,222.0,1204.0,334.0,9.0,36.0,90.0,Apache-2.0,,tensorrec,conda-forge/tensorrec,,,,779.0,,27.0,27.0,https://pypi.org/project/tensorrec,779.0,https://anaconda.org/conda-forge/tensorrec,,,3.0,
590,fastFM,A library for Factorization Machines.,Recommender Systems,,https://github.com/ibayer/fastFM,True,18,ibayer/fastFM,https://github.com/ibayer/fastFM,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000,2021-03-24 12:22:31,197.0,1000.0,297.0,20.0,47.0,60.0,,,fastFM,conda-forge/fastFM,2017-11-22 16:13:16,0.2.11,453.0,340.0,10.0,98.0,98.0,https://pypi.org/project/fastFM,336.0,https://anaconda.org/conda-forge/fastFM,,,3.0,
591,model_mommy,Creating random fixtures for testing in Django.,Testing,,https://github.com/berinhard/model_mommy,True,18,vandersonmota/model_mommy,https://github.com/berinhard/model_mommy,2011-01-09 18:05:24.000,2019-10-21 22:05:37.000,2019-10-21 22:05:19,144.0,917.0,937.0,102.0,,185.0,,berinhard/model_mommy,model_mommy,conda-forge/model_mommy,2018-04-28 19:45:00,1.5.1,,81452.0,2.0,,,https://pypi.org/project/model_mommy,81452.0,https://anaconda.org/conda-forge/model_mommy,,,3.0,
592,matchering,A library for automated reference audio mastering.,Audio,,https://github.com/sergree/matchering,True,18,sergree/matchering,https://github.com/sergree/matchering,2018-09-28 19:21:01.000,2022-08-30 07:18:48.000,2022-08-30 07:18:48,94.0,677.0,343.0,3.0,10.0,26.0,GPL-3.0,,matchering,conda-forge/matchering,2022-04-13 20:10:05,2.0.5,,489.0,6.0,11.0,11.0,https://pypi.org/project/matchering,489.0,https://anaconda.org/conda-forge/matchering,,,3.0,
593,python-nameparser,Parsing human names into their individual components.,Text Processing,,https://github.com/derek73/python-nameparser,True,18,derek73/python-nameparser,https://github.com/derek73/python-nameparser,2014-04-02 03:31:21.000,2022-10-05 19:51:42.000,2022-02-08 03:31:50,91.0,562.0,395.0,20.0,20.0,79.0,,,python-nameparser,conda-forge/python-nameparser,2022-01-29 02:28:53,1.1.2,,,35.0,909.0,909.0,https://pypi.org/project/python-nameparser,,https://anaconda.org/conda-forge/python-nameparser,,,3.0,
594,TimeSide,Open web audio processing framework.,Audio,,https://github.com/Parisson/TimeSide,True,18,Parisson/TimeSide,https://github.com/Parisson/TimeSide,2011-11-21 21:48:08.000,2022-09-30 19:09:36.000,2022-07-22 15:13:31,55.0,333.0,3655.0,22.0,58.0,152.0,AGPL-3.0,,TimeSide,conda-forge/TimeSide,2020-10-13 12:20:46,1.0.0a,,140.0,5.0,16.0,16.0,https://pypi.org/project/TimeSide,140.0,https://anaconda.org/conda-forge/TimeSide,,,3.0,
595,valideer,Lightweight extensible data validation and adaptation library.,Data Validation,,https://github.com/podio/valideer,True,18,podio/valideer,https://github.com/podio/valideer,2012-07-25 12:33:39.000,2022-03-25 08:46:30.000,2018-03-07 14:51:59,23.0,257.0,89.0,7.0,4.0,11.0,MIT,,valideer,conda-forge/valideer,,,,11954.0,1.0,61.0,61.0,https://pypi.org/project/valideer,11713.0,https://anaconda.org/conda-forge/valideer,2018-07-06 17:55:22.261,18866.0,3.0,
596,mailer,High-performance extensible mail delivery framework.,Email,,https://github.com/marrow/mailer,True,18,marrow/mailer,https://github.com/marrow/mailer,2011-03-13 05:21:26.000,2022-07-15 11:36:50.000,2022-07-15 11:36:50,56.0,251.0,295.0,20.0,24.0,48.0,MIT,,mailer,conda-forge/mailer,2019-09-16 00:20:27,4.0.3,132.0,44787.0,2.0,,,https://pypi.org/project/mailer,43745.0,https://anaconda.org/conda-forge/mailer,2021-07-01 11:13:17.243,51025.0,3.0,
597,python-jwt,A module for generating and verifying JSON Web Tokens.,Authentication,,https://github.com/davedoesdev/python-jwt,True,18,davedoesdev/python-jwt,https://github.com/davedoesdev/python-jwt,2013-09-30 08:03:49.000,2022-09-27 18:49:55.000,2022-09-27 18:49:44,23.0,202.0,163.0,5.0,,15.0,MIT,,python-jwt,conda-forge/python-jwt,,,,214888.0,,,,https://pypi.org/project/python-jwt,214888.0,https://anaconda.org/conda-forge/python-jwt,,,3.0,
598,python-patterns,A collection of design patterns in Python.,Algorithms and Design Patterns,,https://github.com/faif/python-patterns,True,17,faif/python-patterns,https://github.com/faif/python-patterns,2012-06-06 21:02:35.000,2022-08-21 11:22:06.000,2022-08-08 19:13:13,6235.0,35180.0,826.0,124.0,11.0,69.0,,,python-patterns,conda-forge/python-patterns,,,,26.0,,,,https://pypi.org/project/python-patterns,26.0,https://anaconda.org/conda-forge/python-patterns,,,3.0,
599,PythonRobotics,This is a compilation of various robotics algorithms with visualizations.,Robotics,,https://github.com/AtsushiSakai/PythonRobotics,True,17,AtsushiSakai/PythonRobotics,https://github.com/AtsushiSakai/PythonRobotics,2016-03-21 09:34:43.000,2022-10-03 22:28:13.000,2022-10-03 22:27:22,4913.0,16399.0,1767.0,100.0,12.0,287.0,,,PythonRobotics,conda-forge/PythonRobotics,,,,,,,,https://pypi.org/project/PythonRobotics,,https://anaconda.org/conda-forge/PythonRobotics,,,1.0,
600,setoolkit,A toolkit for social engineering.,Penetration Testing,,https://github.com/trustedsec/social-engineer-toolkit,True,17,trustedsec/social-engineer-toolkit,https://github.com/trustedsec/social-engineer-toolkit,2012-12-31 22:01:33.000,2022-09-28 10:30:53.000,2022-01-26 01:58:47,2244.0,8042.0,15809.0,85.0,211.0,606.0,,,social-engineer-toolkit,conda-forge/social-engineer-toolkit,,,,,,,,https://pypi.org/project/social-engineer-toolkit,,https://anaconda.org/conda-forge/social-engineer-toolkit,,,3.0,
601,Stream Framework,Building news feed and notification systems using Cassandra and Redis.,News Feed,,https://github.com/tschellenbach/Stream-Framework,True,17,tschellenbach/Stream-Framework,https://github.com/tschellenbach/Stream-Framework,2012-08-08 13:11:08.000,2022-07-17 02:20:47.000,2020-07-15 12:01:04,534.0,4646.0,1508.0,26.0,65.0,119.0,,,Stream-Framework,conda-forge/Stream-Framework,,,,1684.0,,,,https://pypi.org/project/Stream-Framework,1684.0,https://anaconda.org/conda-forge/Stream-Framework,,,3.0,
602,line_profiler,Line-by-line profiling.,Debugging Tools,,https://github.com/rkern/line_profiler,True,17,rkern/line_profiler,https://github.com/rkern/line_profiler,2014-08-31 11:45:05.000,2022-03-22 11:06:35.902,2019-04-23 20:54:43,248.0,3593.0,102.0,14.0,50.0,87.0,,,line_profiler,conda-forge/line_profiler,,,,240912.0,9.0,,,https://pypi.org/project/line_profiler,237328.0,https://anaconda.org/conda-forge/line_profiler,2022-03-22 11:06:35.902,275991.0,3.0,
603,pyflame,A ptracing profiler For Python.,Debugging Tools,,https://github.com/uber-archive/pyflame,True,17,uber/pyflame,https://github.com/uber-archive/pyflame,2016-08-09 18:35:37.000,2021-06-25 11:31:40.457,2019-12-03 07:08:22,227.0,2951.0,299.0,22.0,24.0,53.0,Apache-2.0,uber-archive/pyflame,pyflame,conda-forge/pyflame,,,,541.0,1.0,,,https://pypi.org/project/pyflame,169.0,https://anaconda.org/conda-forge/pyflame,2021-06-25 11:31:40.457,18267.0,3.0,
604,python-readability,Fast Python port of arc90's readability tool.,Web Content Extracting,,https://github.com/buriy/python-readability,True,17,buriy/python-readability,https://github.com/buriy/python-readability,2011-05-02 18:51:48.000,2022-04-10 07:39:49.000,2022-04-10 07:39:49,333.0,2161.0,228.0,39.0,33.0,64.0,Apache-2.0,,python-readability,conda-forge/python-readability,2020-07-04 01:05:38,0.8.1,,,8.0,,,https://pypi.org/project/python-readability,,https://anaconda.org/conda-forge/python-readability,,,3.0,
605,mysqlclient,MySQL connector with Python 3 support ([mysql-python](https://sourceforge.net/projects/mysql-python/) fork).,Database Drivers,,https://github.com/PyMySQL/mysqlclient,True,17,PyMySQL/mysqlclient-python,https://github.com/PyMySQL/mysqlclient,2014-04-28 05:09:06.000,2022-09-20 05:10:20.000,2022-09-20 05:10:19,340.0,2125.0,,71.0,15.0,279.0,GPL-2.0,PyMySQL/mysqlclient,mysqlclient-python,conda-forge/mysqlclient-python,2022-06-22 07:47:13,2.1.1,5219.0,71.0,7.0,,,https://pypi.org/project/mysqlclient-python,,https://anaconda.org/conda-forge/mysqlclient-python,,,3.0,
606,langid.py,Stand-alone language identification system.,Natural Language Processing,,https://github.com/saffsd/langid.py,True,17,saffsd/langid.py,https://github.com/saffsd/langid.py,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000,2017-07-15 02:49:17,283.0,1997.0,242.0,9.0,25.0,46.0,,,langid.py,conda-forge/langid.py,,,,,,1117.0,1117.0,https://pypi.org/project/langid.py,,https://anaconda.org/conda-forge/langid.py,,,3.0,
607,python-ds,A collection of data structure and algorithms for coding interviews.,Algorithms and Design Patterns,,https://github.com/prabhupant/python-ds,True,17,prabhupant/python-ds,https://github.com/prabhupant/python-ds,2019-07-29 02:48:57.000,2022-10-05 15:02:55.000,2022-10-04 01:29:39,490.0,1882.0,681.0,106.0,18.0,68.0,MIT,,python-ds,conda-forge/python-ds,,,,23.0,,,,https://pypi.org/project/python-ds,23.0,https://anaconda.org/conda-forge/python-ds,,,3.0,
608,delegator.py,[Subprocesses](https://docs.python.org/3/library/subprocess.html) for Humans 2.0.,Processes,,https://github.com/amitt001/delegator.py,True,17,amitt001/delegator.py,https://github.com/amitt001/delegator.py,2017-01-14 23:33:04.000,2020-05-20 04:03:36.000,2019-05-06 12:33:23,83.0,1623.0,118.0,23.0,8.0,37.0,MIT,,delegator.py,conda-forge/delegator.py,,,,33066.0,,,,https://pypi.org/project/delegator.py,33066.0,https://anaconda.org/conda-forge/delegator.py,,,3.0,
609,enaml,Creating beautiful user-interfaces with Declarative Syntax like QML.,GUI Development,,https://github.com/nucleic/enaml,True,17,nucleic/enaml,https://github.com/nucleic/enaml,2013-03-06 21:29:01.000,2022-10-05 18:21:06.000,2022-10-05 18:21:06,115.0,1423.0,,36.0,36.0,184.0,,,enaml,conda-forge/enaml,2022-08-19 14:05:02,0.15.2,184.0,4793.0,14.0,,,https://pypi.org/project/enaml,2755.0,https://anaconda.org/conda-forge/enaml,2022-08-20 12:30:13.529,120067.0,3.0,
610,python-jose,A JOSE implementation in Python.,Authentication,,https://github.com/mpdavis/python-jose,True,17,mpdavis/python-jose/,https://github.com/mpdavis/python-jose,2015-04-20 19:19:35.000,2022-08-26 03:35:51.000,2022-02-09 16:41:24,201.0,1178.0,650.0,,55.0,75.0,MIT,,,conda-forge/,2021-06-05 03:28:11,3.3.0,,,28.0,,,,,https://anaconda.org/conda-forge/,,,3.0,
